,Factor1,Factor2,Factor3,Factor4,filename,microregister,macroregister,mode
comments2016.32970744_MAT.txt,-0.172054146617327,0.255833120333622,1.12356986512133,0.473026127256912,comments2016.32970744_MAT.txt,online comments,online comments,written
comments2016.33207704_MAT.txt,-0.571370091591265,0.028188689418489,1.07950754171161,-0.694241511025807,comments2016.33207704_MAT.txt,online comments,online comments,written
comments2016.33285872_MAT.txt,-0.296851716340733,-0.213461496944873,1.44044578288589,-0.330190224475997,comments2016.33285872_MAT.txt,online comments,online comments,written
comments2016.33373272_MAT.txt,-0.046513279403826,1.20161625607626,1.50792279071572,-0.498672546892765,comments2016.33373272_MAT.txt,online comments,online comments,written
conversationS1A-001_MAT.txt,1.72750480857563,0.195265192615466,-0.097551159124533,0.069906064583119,conversationS1A-001_MAT.txt,conversation,conversation,spoken
conversationS1A-002_MAT.txt,1.70088888053306,0.611880667346329,-0.135746207821426,0.820900760640868,conversationS1A-002_MAT.txt,conversation,conversation,spoken
conversationS1A-003_MAT.txt,1.83383875172567,0.539191626938076,-0.493454567535124,-0.667088727518076,conversationS1A-003_MAT.txt,conversation,conversation,spoken
conversationS1A-004_MAT.txt,1.97687068829614,0.321803481644442,-0.739418083265024,-0.98048738969141,conversationS1A-004_MAT.txt,conversation,conversation,spoken
conversationS1A-005_MAT.txt,1.53938842854296,0.142208358349846,-1.5442894204908,-1.33453332226585,conversationS1A-005_MAT.txt,conversation,conversation,spoken
conversationS1A-006_MAT.txt,1.44332691112549,-0.679476307769577,-0.923101554678567,-1.1153483042819,conversationS1A-006_MAT.txt,conversation,conversation,spoken
conversationS1A-007_MAT.txt,1.2690856905679,-1.20269106960921,0.683119288775091,0.42885346235364,conversationS1A-007_MAT.txt,conversation,conversation,spoken
conversationS1A-008_MAT.txt,1.9059620117639,0.411587826744064,-0.814176957363161,0.609133239590135,conversationS1A-008_MAT.txt,conversation,conversation,spoken
conversationS1A-009_MAT.txt,1.54348014679033,0.4262686775172,0.370417610209361,0.489981729329658,conversationS1A-009_MAT.txt,conversation,conversation,spoken
conversationS1A-010_MAT.txt,1.9640159459115,0.335476088758086,-0.917974550433172,-0.261501846348924,conversationS1A-010_MAT.txt,conversation,conversation,spoken
conversationS1A-011_MAT.txt,1.60848469634754,0.198615416600142,-0.006791053837857,0.097236502546997,conversationS1A-011_MAT.txt,conversation,conversation,spoken
conversationS1A-012_MAT.txt,1.62389574827158,0.021840463081066,-0.964292446008976,-0.994772334370122,conversationS1A-012_MAT.txt,conversation,conversation,spoken
conversationS1A-013_MAT.txt,1.63495913186837,-0.684387938081954,0.082032724007583,-0.49159101511202,conversationS1A-013_MAT.txt,conversation,conversation,spoken
conversationS1A-014_MAT.txt,1.22024077894732,-0.810978449791637,0.525474849459829,0.437273672937514,conversationS1A-014_MAT.txt,conversation,conversation,spoken
conversationS1A-015_MAT.txt,1.4088881784675,0.229229042728699,0.675038699194493,0.091163305282174,conversationS1A-015_MAT.txt,conversation,conversation,spoken
conversationS1A-016_MAT.txt,0.957498140934601,-0.004379263778286,0.405598444065325,2.001966519927,conversationS1A-016_MAT.txt,conversation,conversation,spoken
conversationS1A-017_MAT.txt,1.80686111139097,-0.300578758764751,0.119101272836627,-0.492450836687403,conversationS1A-017_MAT.txt,conversation,conversation,spoken
conversationS1A-018_MAT.txt,1.44452393715983,-0.33791778098813,-0.749257306529366,-0.222080952206033,conversationS1A-018_MAT.txt,conversation,conversation,spoken
conversationS1A-019_MAT.txt,1.52342143150231,-0.358872494700755,-0.524100952018249,-0.673386942320212,conversationS1A-019_MAT.txt,conversation,conversation,spoken
conversationS1A-020_MAT.txt,1.39528251381221,-0.55403926895048,-0.703570188352749,-0.852957770493314,conversationS1A-020_MAT.txt,conversation,conversation,spoken
conversationS1A-021_MAT.txt,1.36317778689787,-0.535623567291171,0.135863884502112,0.320625847338589,conversationS1A-021_MAT.txt,conversation,conversation,spoken
conversationS1A-022_MAT.txt,1.61932189923192,-0.558217325500762,-0.138455567022456,0.856476554653546,conversationS1A-022_MAT.txt,conversation,conversation,spoken
conversationS1A-023_MAT.txt,1.0025407468613,-0.290284409639824,-0.832170954455397,0.676731015175086,conversationS1A-023_MAT.txt,conversation,conversation,spoken
conversationS1A-024_MAT.txt,1.52248843945136,0.652355217886869,-0.683827662419297,-0.854882283286658,conversationS1A-024_MAT.txt,conversation,conversation,spoken
conversationS1A-025_MAT.txt,0.914015194268803,0.855918310223309,-0.234998789181539,0.600601463460821,conversationS1A-025_MAT.txt,conversation,conversation,spoken
conversationS1A-026_MAT.txt,1.60956283445482,-0.521779350673423,-0.029043993789111,-0.246458304821318,conversationS1A-026_MAT.txt,conversation,conversation,spoken
conversationS1A-027_MAT.txt,1.5120183657358,-0.343715424424297,0.083801607693511,0.31689968621624,conversationS1A-027_MAT.txt,conversation,conversation,spoken
conversationS1A-028_MAT.txt,1.17394905737937,-0.548646309836504,0.883982847387868,0.667453844736194,conversationS1A-028_MAT.txt,conversation,conversation,spoken
conversationS1A-029_MAT.txt,1.31815210681618,-0.1004394808439,-0.590522680086311,0.701158148584078,conversationS1A-029_MAT.txt,conversation,conversation,spoken
conversationS1A-030_MAT.txt,1.63419300065862,-0.608336108781639,0.597855340508783,-0.206771681089209,conversationS1A-030_MAT.txt,conversation,conversation,spoken
conversationS1A-031_MAT.txt,1.13188538936696,-0.292478601135038,0.186574164435228,0.086271708043882,conversationS1A-031_MAT.txt,conversation,conversation,spoken
conversationS1A-032_MAT.txt,2.05848869080348,0.277969486766378,0.832366695913226,-0.00269196282758,conversationS1A-032_MAT.txt,conversation,conversation,spoken
conversationS1A-033_MAT.txt,2.06949025154762,0.770495008932319,-0.220680280310895,-0.687548265931585,conversationS1A-033_MAT.txt,conversation,conversation,spoken
conversationS1A-034_MAT.txt,1.41901886261997,-0.229810494555091,0.150054953278,-0.210042719426658,conversationS1A-034_MAT.txt,conversation,conversation,spoken
conversationS1A-035_MAT.txt,1.69480090324492,-0.133292039468171,0.085396895783569,-0.502307572056917,conversationS1A-035_MAT.txt,conversation,conversation,spoken
conversationS1A-036_MAT.txt,1.76363512761946,-0.106280088438908,-0.701688863619497,-1.23450008451754,conversationS1A-036_MAT.txt,conversation,conversation,spoken
conversationS1A-037_MAT.txt,2.022830711113,0.294935105767928,-0.307528080575591,-1.04611383452575,conversationS1A-037_MAT.txt,conversation,conversation,spoken
conversationS1A-038_MAT.txt,1.7840298903456,-0.104377150527645,-0.277039590011909,-0.343767258828379,conversationS1A-038_MAT.txt,conversation,conversation,spoken
conversationS1A-039_MAT.txt,1.05714155233183,-0.704925851221815,-0.116275077526453,0.819568718779964,conversationS1A-039_MAT.txt,conversation,conversation,spoken
conversationS1A-040_MAT.txt,1.09733210107156,-1.48310798599598,0.91140149249383,0.89685937264382,conversationS1A-040_MAT.txt,conversation,conversation,spoken
conversationS1A-041_MAT.txt,0.815017241860297,-1.14367436903266,-0.017941730412628,1.32553600433841,conversationS1A-041_MAT.txt,conversation,conversation,spoken
conversationS1A-042_MAT.txt,0.626404685772848,-1.04692588418148,-0.13582754558153,1.71951801828295,conversationS1A-042_MAT.txt,conversation,conversation,spoken
conversationS1A-043_MAT.txt,1.18976608908096,-0.472786143823853,-0.037188628656668,1.45297278408785,conversationS1A-043_MAT.txt,conversation,conversation,spoken
conversationS1A-044_MAT.txt,1.62865522012388,-0.602021824697869,0.119102038484537,-0.066208475989043,conversationS1A-044_MAT.txt,conversation,conversation,spoken
conversationS1A-045_MAT.txt,1.37057848983009,-0.688173214980623,0.061887351902445,0.680512147796009,conversationS1A-045_MAT.txt,conversation,conversation,spoken
conversationS1A-046_MAT.txt,2.02255251835284,1.05219954482945,-0.672479915788186,-0.771577293762964,conversationS1A-046_MAT.txt,conversation,conversation,spoken
conversationS1A-047_MAT.txt,2.0346859793515,0.607193877319459,-0.377110303075724,-0.815932606004292,conversationS1A-047_MAT.txt,conversation,conversation,spoken
conversationS1A-048_MAT.txt,2.30879112322876,1.09038139525933,-1.00886282708238,-0.573051702774059,conversationS1A-048_MAT.txt,conversation,conversation,spoken
conversationS1A-049_MAT.txt,2.3348032489694,1.53267881339364,-0.75678739625367,0.740631609483319,conversationS1A-049_MAT.txt,conversation,conversation,spoken
conversationS1A-050_MAT.txt,1.60176512628825,0.037807294642801,-1.17051194323691,1.43533017266521,conversationS1A-050_MAT.txt,conversation,conversation,spoken
conversationS1A-051_MAT.txt,0.84914752713257,-0.979012682764082,-0.298423377859622,2.64779261520192,conversationS1A-051_MAT.txt,conversation,conversation,spoken
conversationS1A-052_MAT.txt,1.12278849497863,-0.452093445574061,-0.411209583942718,1.88130661370906,conversationS1A-052_MAT.txt,conversation,conversation,spoken
conversationS1A-053_MAT.txt,0.825335944236057,-0.756698089303963,-0.393403274727225,1.9402479708138,conversationS1A-053_MAT.txt,conversation,conversation,spoken
conversationS1A-054_MAT.txt,0.923085002126126,-1.15676484565369,-0.185347692162889,0.744895893267921,conversationS1A-054_MAT.txt,conversation,conversation,spoken
conversationS1A-055_MAT.txt,1.02036362975827,-0.721410709940925,0.767428235839826,1.31199134702043,conversationS1A-055_MAT.txt,conversation,conversation,spoken
conversationS1A-056_MAT.txt,1.12652514057765,-0.803032694567373,-0.112517391548674,0.056911863580415,conversationS1A-056_MAT.txt,conversation,conversation,spoken
conversationS1A-057_MAT.txt,1.30847898299946,-0.139719504156416,-0.39313812175159,0.450721924834966,conversationS1A-057_MAT.txt,conversation,conversation,spoken
conversationS1A-058_MAT.txt,0.914337844348214,-0.665722335487791,-0.79229487659443,1.15818605458005,conversationS1A-058_MAT.txt,conversation,conversation,spoken
conversationS1A-059_MAT.txt,1.23076482284228,-0.474900218376722,0.150159754905058,0.976297474003456,conversationS1A-059_MAT.txt,conversation,conversation,spoken
conversationS1A-060_MAT.txt,2.00148634734595,0.014666235958334,0.011249548914727,-1.33817165599151,conversationS1A-060_MAT.txt,conversation,conversation,spoken
conversationS1A-061_MAT.txt,1.88042426728109,0.547635095571067,-0.457670423839539,-0.408396200452035,conversationS1A-061_MAT.txt,conversation,conversation,spoken
conversationS1A-062_MAT.txt,1.75243025733222,-0.035683126470658,-0.785138851312268,-0.920528495597168,conversationS1A-062_MAT.txt,conversation,conversation,spoken
conversationS1A-063_MAT.txt,1.92623269419004,0.298135886779624,-0.097506705084414,0.523164704182139,conversationS1A-063_MAT.txt,conversation,conversation,spoken
conversationS1A-064_MAT.txt,1.49847380541949,-0.527332854725404,0.141131927331519,0.421269743813391,conversationS1A-064_MAT.txt,conversation,conversation,spoken
conversationS1A-065_MAT.txt,1.55111093113452,-0.270071566645974,-0.820183799826119,-0.749675388048348,conversationS1A-065_MAT.txt,conversation,conversation,spoken
conversationS1A-066_MAT.txt,1.8335570051053,-0.070924985663797,-0.967450659593957,-0.269181828785211,conversationS1A-066_MAT.txt,conversation,conversation,spoken
conversationS1A-067_MAT.txt,1.7925252071632,0.264760821226869,0.301793279928449,1.32661392397416,conversationS1A-067_MAT.txt,conversation,conversation,spoken
conversationS1A-068_MAT.txt,1.68839438933396,-0.143627119573857,0.248353648846555,-0.614897818980979,conversationS1A-068_MAT.txt,conversation,conversation,spoken
conversationS1A-069_MAT.txt,1.56500028320133,0.474628528794118,-0.127331274141972,0.985823102539709,conversationS1A-069_MAT.txt,conversation,conversation,spoken
conversationS1A-070_MAT.txt,1.69842531099826,0.077929558480841,0.37977050349116,1.55911733392851,conversationS1A-070_MAT.txt,conversation,conversation,spoken
conversationS1A-071_MAT.txt,1.98368202300696,0.280219088984305,-0.359355947392533,-0.149581083811649,conversationS1A-071_MAT.txt,conversation,conversation,spoken
conversationS1A-072_MAT.txt,1.45451756527625,-0.647906541311706,-0.103040889675687,0.203355526810523,conversationS1A-072_MAT.txt,conversation,conversation,spoken
conversationS1A-073_MAT.txt,1.22083285226845,-1.05259517888264,0.573262536533777,0.432953938166794,conversationS1A-073_MAT.txt,conversation,conversation,spoken
conversationS1A-074_MAT.txt,1.45907283491293,-0.802852635387789,-0.571503564505805,0.215416302758033,conversationS1A-074_MAT.txt,conversation,conversation,spoken
conversationS1A-075_MAT.txt,1.60108421919673,-0.468674043431214,0.065412140536082,-0.009513004513875,conversationS1A-075_MAT.txt,conversation,conversation,spoken
conversationS1A-076_MAT.txt,1.60119576367511,-0.373982880246608,0.107415928964623,0.342416305675114,conversationS1A-076_MAT.txt,conversation,conversation,spoken
conversationS1A-077_MAT.txt,1.02774998099415,-0.589761257717607,0.811647056730414,3.19018598258083,conversationS1A-077_MAT.txt,conversation,conversation,spoken
conversationS1A-078_MAT.txt,1.13996791995746,-0.747267694859736,0.169739656148816,1.75452292358073,conversationS1A-078_MAT.txt,conversation,conversation,spoken
conversationS1A-079_MAT.txt,1.72553929665477,-0.199545803446505,-0.110552110305123,-0.628005355092373,conversationS1A-079_MAT.txt,conversation,conversation,spoken
conversationS1A-080_MAT.txt,1.60300801476893,0.069165190559043,-0.520895799113094,1.03593260750756,conversationS1A-080_MAT.txt,conversation,conversation,spoken
conversationS1A-081_MAT.txt,1.63592496086703,-0.569367446828634,0.108571236754183,-0.928868490777861,conversationS1A-081_MAT.txt,conversation,conversation,spoken
conversationS1A-082_MAT.txt,1.80760003758406,-0.34453744799284,-0.204189476120698,0.003412813688255,conversationS1A-082_MAT.txt,conversation,conversation,spoken
conversationS1A-083_MAT.txt,1.4673826792647,-0.707667497007976,0.095571115546382,0.814845112733207,conversationS1A-083_MAT.txt,conversation,conversation,spoken
conversationS1A-084_MAT.txt,1.88742018925479,-0.524072968591858,0.199465683737219,0.418548821029594,conversationS1A-084_MAT.txt,conversation,conversation,spoken
conversationS1A-085_MAT.txt,1.49576714930525,-0.495702571482333,0.027357944796768,0.383182580498156,conversationS1A-085_MAT.txt,conversation,conversation,spoken
conversationS1A-086_MAT.txt,1.65728995443142,0.135606313593107,-0.878661101209554,-0.251815922249281,conversationS1A-086_MAT.txt,conversation,conversation,spoken
conversationS1A-087_MAT.txt,1.2526342564042,-0.362873126082475,-0.232062836431561,0.699264676083349,conversationS1A-087_MAT.txt,conversation,conversation,spoken
conversationS1A-088_MAT.txt,0.928420854440087,-0.915197985883562,-0.303979881677467,0.155912650584871,conversationS1A-088_MAT.txt,conversation,conversation,spoken
conversationS1A-089_MAT.txt,1.20758742072251,-0.608594758114459,0.533121659052792,0.66079468472692,conversationS1A-089_MAT.txt,conversation,conversation,spoken
conversationS1A-090_MAT.txt,1.00607091005126,-0.500952609907224,0.412362940439619,0.42197557848038,conversationS1A-090_MAT.txt,conversation,conversation,spoken
demonstrationsS2A-051_MAT.txt,-0.400885208613824,-1.57010116985891,-1.80221712286541,-1.57144728537745,demonstrationsS2A-051_MAT.txt,conversation,conversation,spoken
demonstrationsS2A-052_MAT.txt,0.943340481779958,0.870966424389956,0.026231924617053,-1.03498684636481,demonstrationsS2A-052_MAT.txt,conversation,conversation,spoken
demonstrationsS2A-053_MAT.txt,0.787174720667405,0.745438287230224,0.88366013630354,-0.984959375353742,demonstrationsS2A-053_MAT.txt,conversation,conversation,spoken
demonstrationsS2A-054_MAT.txt,0.832398701470008,0.712266712445117,-0.460108199687484,-0.847319631138263,demonstrationsS2A-054_MAT.txt,conversation,conversation,spoken
demonstrationsS2A-055_MAT.txt,1.32112937785638,1.08677533158146,-0.944603367637957,-1.17422517717071,demonstrationsS2A-055_MAT.txt,conversation,conversation,spoken
demonstrationsS2A-056_MAT.txt,1.15188075462726,0.100075668306507,-0.781932682248677,-1.63217271416222,demonstrationsS2A-056_MAT.txt,conversation,conversation,spoken
demonstrationsS2A-057_MAT.txt,1.11473192610032,0.390402718412535,-0.593369473203715,-1.3020042355865,demonstrationsS2A-057_MAT.txt,conversation,conversation,spoken
demonstrationsS2A-058_MAT.txt,1.24528761145986,-0.278540027366413,-0.591483405267441,-1.4030645987999,demonstrationsS2A-058_MAT.txt,conversation,conversation,spoken
demonstrationsS2A-059_MAT.txt,1.42193059640853,0.532695981033511,-0.952075844557207,-1.48227103415587,demonstrationsS2A-059_MAT.txt,conversation,conversation,spoken
demonstrationsS2A-060_MAT.txt,1.58085523589011,0.578661440155169,-1.04355912186462,-1.62955345949818,demonstrationsS2A-060_MAT.txt,conversation,conversation,spoken
examsW1A-011_MAT.txt,-0.006351489269072,1.08538377151995,-0.159112103908939,-0.661211882594945,examsW1A-011_MAT.txt,exams,exams,written
examsW1A-012_MAT.txt,-0.353399777498353,0.328475034595325,1.39946789497333,-0.596245238150944,examsW1A-012_MAT.txt,exams,exams,written
examsW1A-013_MAT.txt,-0.6281647485921,0.166784821896817,0.447411333133764,-0.341418605053625,examsW1A-013_MAT.txt,exams,exams,written
examsW1A-014_MAT.txt,-0.469921557266152,0.21473189591432,0.737382025747109,-0.521059860209647,examsW1A-014_MAT.txt,exams,exams,written
examsW1A-015_MAT.txt,-1.0443308152842,-0.803691014383228,1.0347714579465,-1.16903784750501,examsW1A-015_MAT.txt,exams,exams,written
examsW1A-016_MAT.txt,-0.577282920823529,-0.15900074999098,2.28236333981361,-0.851498949378686,examsW1A-016_MAT.txt,exams,exams,written
examsW1A-017_MAT.txt,-0.055514242197773,0.096999783986053,1.43793896659581,-0.855886920149394,examsW1A-017_MAT.txt,exams,exams,written
examsW1A-018_MAT.txt,-0.376615199288822,-0.122033895809443,1.89890940288823,-0.796533685798657,examsW1A-018_MAT.txt,exams,exams,written
examsW1A-019_MAT.txt,-0.684592518250298,0.220339749380396,0.396913797399445,-0.994831106729672,examsW1A-019_MAT.txt,exams,exams,written
examsW1A-020_MAT.txt,-0.751258979884454,-0.371145623747553,0.827305435694366,-1.12558888715217,examsW1A-020_MAT.txt,exams,exams,written
fictionW2F-001_MAT.txt,-0.695936868776947,-1.89677083919601,0.497014636389003,3.40514167895411,fictionW2F-001_MAT.txt,fiction,fiction,written
fictionW2F-002_MAT.txt,0.186841750829012,-1.7778572557088,-0.247975545852341,2.40752829214643,fictionW2F-002_MAT.txt,fiction,fiction,written
fictionW2F-003_MAT.txt,0.712162779957983,-0.282644005261244,0.234120970295604,3.32509964739892,fictionW2F-003_MAT.txt,fiction,fiction,written
fictionW2F-004_MAT.txt,1.10961307848164,-0.284513316136411,0.371279840140487,-0.716884527491358,fictionW2F-004_MAT.txt,fiction,fiction,written
fictionW2F-005_MAT.txt,-0.359466051825205,-0.310328035720042,0.472379750340939,1.16883738819608,fictionW2F-005_MAT.txt,fiction,fiction,written
fictionW2F-006_MAT.txt,-0.174509540161491,-0.697690664317931,0.476691949838164,2.88999085171417,fictionW2F-006_MAT.txt,fiction,fiction,written
fictionW2F-007_MAT.txt,0.031358767865939,-1.16906534542172,0.290547449756691,-0.57085580042677,fictionW2F-007_MAT.txt,fiction,fiction,written
fictionW2F-008_MAT.txt,-0.438178434805619,-1.88050881311842,1.14631913870636,-0.513110026870945,fictionW2F-008_MAT.txt,fiction,fiction,written
fictionW2F-009_MAT.txt,-0.712165673010485,-2.08818164135475,0.571217424623504,1.97106426725536,fictionW2F-009_MAT.txt,fiction,fiction,written
fictionW2F-010_MAT.txt,-0.462087035111304,-1.21947370228524,0.158486176681879,0.613415462649495,fictionW2F-010_MAT.txt,fiction,fiction,written
fictionW2F-011_MAT.txt,-0.660995548654184,-1.27525142702625,0.151302602343563,3.38735714542486,fictionW2F-011_MAT.txt,fiction,fiction,written
fictionW2F-012_MAT.txt,-0.885863925949967,-2.02725765409124,0.49106408531174,3.43656111727338,fictionW2F-012_MAT.txt,fiction,fiction,written
fictionW2F-013_MAT.txt,-0.878202533514734,-1.0073724104207,-0.203509023534827,-0.593236832550845,fictionW2F-013_MAT.txt,fiction,fiction,written
fictionW2F-014_MAT.txt,-0.618449055175578,-1.37506090397514,0.211764218948578,1.50222354623875,fictionW2F-014_MAT.txt,fiction,fiction,written
fictionW2F-015_MAT.txt,-0.729117340175371,-0.792540797207391,-0.299499368977316,1.97688009453576,fictionW2F-015_MAT.txt,fiction,fiction,written
fictionW2F-016_MAT.txt,-0.495502461112351,-1.59917136925259,-0.921270100098424,3.27307967240627,fictionW2F-016_MAT.txt,fiction,fiction,written
fictionW2F-017_MAT.txt,-0.539184208425743,-1.40600468340711,-0.691787127320793,2.39927544911971,fictionW2F-017_MAT.txt,fiction,fiction,written
fictionW2F-018_MAT.txt,-0.805353816617905,-1.45828523999216,-0.467290021225985,2.00112367966224,fictionW2F-018_MAT.txt,fiction,fiction,written
fictionW2F-019_MAT.txt,-0.32201138046283,-1.14369457674192,0.15314372576024,-0.741954685965545,fictionW2F-019_MAT.txt,fiction,fiction,written
fictionW2F-020_MAT.txt,-0.019773220400486,-0.456930812810196,0.520693791758894,2.75450521372628,fictionW2F-020_MAT.txt,fiction,fiction,written
instructionalW2D-001_MAT.txt,0.002289289553625,2.23516839318741,-1.80954768227116,-0.855292035840206,instructionalW2D-001_MAT.txt,instructional,instructional,written
instructionalW2D-002_MAT.txt,-1.01651147357758,3.45037445706206,-3.51850350113257,-0.427500689027802,instructionalW2D-002_MAT.txt,instructional,instructional,written
instructionalW2D-003_MAT.txt,-0.716724060320018,3.60337434872027,-2.65328601687156,-0.438289214731544,instructionalW2D-003_MAT.txt,instructional,instructional,written
instructionalW2D-004_MAT.txt,-0.798660845737066,2.00183206725459,-1.74072775173365,-0.710214964596861,instructionalW2D-004_MAT.txt,instructional,instructional,written
instructionalW2D-005_MAT.txt,-1.19589167221314,3.36788439324686,-2.44650481647905,-0.425484308763911,instructionalW2D-005_MAT.txt,instructional,instructional,written
instructionalW2D-006_MAT.txt,-1.37160277294391,1.53011536689806,-2.13698401341005,-0.994619215951926,instructionalW2D-006_MAT.txt,instructional,instructional,written
instructionalW2D-007_MAT.txt,-0.944702296161289,1.14202962238631,-1.43397892009072,-0.778600168895287,instructionalW2D-007_MAT.txt,instructional,instructional,written
instructionalW2D-008_MAT.txt,-1.04642899496254,2.31170729677235,-2.06588887868547,-0.621361112451644,instructionalW2D-008_MAT.txt,instructional,instructional,written
instructionalW2D-009_MAT.txt,-0.554998325094947,3.07772217919621,-2.98140462375434,-0.701830170269165,instructionalW2D-009_MAT.txt,instructional,instructional,written
instructionalW2D-010_MAT.txt,-0.533324017682144,2.50232639428884,-3.22222477627874,-0.70151859661286,instructionalW2D-010_MAT.txt,instructional,instructional,written
instructionalW2D-011_MAT.txt,-0.758915817494982,-2.08705018987434,0.825029977903239,0.95203460180372,instructionalW2D-011_MAT.txt,instructional,instructional,written
instructionalW2D-012_MAT.txt,-0.241124931580219,0.128002726533532,0.998004337761835,-1.15741333112529,instructionalW2D-012_MAT.txt,instructional,instructional,written
instructionalW2D-013_MAT.txt,-0.461817090248441,-0.874978552985066,0.66111668367105,-1.18215505564735,instructionalW2D-013_MAT.txt,instructional,instructional,written
instructionalW2D-014_MAT.txt,-0.461893831323535,0.218305587288424,0.351701552632771,-0.948132153583233,instructionalW2D-014_MAT.txt,instructional,instructional,written
instructionalW2D-015_MAT.txt,-0.827029739478929,-2.01245648642155,-1.15624429088866,0.506271964903809,instructionalW2D-015_MAT.txt,instructional,instructional,written
instructionalW2D-016_MAT.txt,-1.04053976908417,-1.50312232289406,-0.17063245811395,-1.04792053126908,instructionalW2D-016_MAT.txt,instructional,instructional,written
instructionalW2D-017_MAT.txt,-0.574310951618599,-1.14767007087701,-0.460623169165587,1.33324616791158,instructionalW2D-017_MAT.txt,instructional,instructional,written
instructionalW2D-018_MAT.txt,-0.486381392189563,-0.657490395584546,-0.166460229203787,0.279990120701528,instructionalW2D-018_MAT.txt,instructional,instructional,written
instructionalW2D-019_MAT.txt,-1.14788312542957,-1.4165343222271,0.428955395461547,-1.18677747529769,instructionalW2D-019_MAT.txt,instructional,instructional,written
instructionalW2D-020_MAT.txt,-0.457988535012783,-1.51528286412577,-0.350423883319025,-0.144559927507977,instructionalW2D-020_MAT.txt,instructional,instructional,written
legal-presentationS2A-061_MAT.txt,0.58261399931818,1.30205103896726,-0.382082083000145,1.65008477753593,legal-presentationS2A-061_MAT.txt,legal presentation,legal presentation,spoken
legal-presentationS2A-062_MAT.txt,0.788661414557497,0.734270399896022,-0.648467323420286,3.16406409826228,legal-presentationS2A-062_MAT.txt,legal presentation,legal presentation,spoken
legal-presentationS2A-063_MAT.txt,0.786814744382698,0.876796172728067,-0.491819011147248,2.03959848100293,legal-presentationS2A-063_MAT.txt,legal presentation,legal presentation,spoken
legal-presentationS2A-064_MAT.txt,0.737068705535839,0.702609852848771,-0.347245551188858,1.04838999259082,legal-presentationS2A-064_MAT.txt,legal presentation,legal presentation,spoken
legal-presentationS2A-065_MAT.txt,0.83199294012938,2.40906412283221,-0.407199834628746,0.99136615607064,legal-presentationS2A-065_MAT.txt,legal presentation,legal presentation,spoken
legal-presentationS2A-066_MAT.txt,0.17921702428739,1.50768231843952,-0.431366150842732,1.62390546182544,legal-presentationS2A-066_MAT.txt,legal presentation,legal presentation,spoken
legal-presentationS2A-067_MAT.txt,0.751865516885084,2.39426176648574,0.810864299882276,1.01532588437287,legal-presentationS2A-067_MAT.txt,legal presentation,legal presentation,spoken
legal-presentationS2A-068_MAT.txt,-0.05282467481483,1.39555569944046,-0.056752684165659,4.14515367734688,legal-presentationS2A-068_MAT.txt,legal presentation,legal presentation,spoken
legal-presentationS2A-069_MAT.txt,0.499222888470782,1.35489211730342,0.14677521810426,0.677965428427081,legal-presentationS2A-069_MAT.txt,legal presentation,legal presentation,spoken
legal-presentationS2A-070_MAT.txt,0.585081335349391,1.23384661707996,-0.35818100817987,0.476332250609483,legal-presentationS2A-070_MAT.txt,legal presentation,legal presentation,spoken
legalS1B-061_MAT.txt,1.33564963258179,0.64777475369748,-0.698673184586428,2.86963444847254,legalS1B-061_MAT.txt,legal debate,debate,spoken
legalS1B-062_MAT.txt,1.05921595863763,-0.52635749491723,-0.298177513245197,2.63526455256028,legalS1B-062_MAT.txt,legal debate,debate,spoken
legalS1B-063_MAT.txt,1.37523303222668,0.058029153041081,-1.3428349236573,1.99343089893665,legalS1B-063_MAT.txt,legal debate,debate,spoken
legalS1B-064_MAT.txt,1.10256353653184,0.051733008170231,-0.356244960715856,1.66967236736828,legalS1B-064_MAT.txt,legal debate,debate,spoken
legalS1B-065_MAT.txt,1.08669207521122,1.21898993712682,-0.628013134654136,2.21291072460405,legalS1B-065_MAT.txt,legal debate,debate,spoken
legalS1B-066_MAT.txt,1.39285468138878,0.57039661586098,-0.299470809948391,2.95705848704998,legalS1B-066_MAT.txt,legal debate,debate,spoken
legalS1B-067_MAT.txt,1.00668438203915,1.15677743735742,-0.948232684443763,0.278542056832194,legalS1B-067_MAT.txt,legal debate,debate,spoken
legalS1B-068_MAT.txt,1.08687142557106,1.8956046439896,0.466483904631544,1.50637028278326,legalS1B-068_MAT.txt,legal debate,debate,spoken
legalS1B-069_MAT.txt,0.277840284131206,1.0393236361162,-2.03170623754268,2.16201362717893,legalS1B-069_MAT.txt,legal debate,debate,spoken
legalS1B-070_MAT.txt,1.23382816359152,1.07332485461969,-0.48245700648851,0.846231135072072,legalS1B-070_MAT.txt,legal debate,debate,spoken
lessonS1B-001_MAT.txt,1.53791385513831,0.785194591719226,-0.520624015186441,-0.917367447232748,lessonS1B-001_MAT.txt,lesson,lesson,spoken
lessonS1B-002_MAT.txt,1.50609577054747,0.04936766728189,-0.734201159085508,-1.12700336676388,lessonS1B-002_MAT.txt,lesson,lesson,spoken
lessonS1B-003_MAT.txt,1.47785418846921,0.293558847570091,-1.02912969177904,-0.884283021567855,lessonS1B-003_MAT.txt,lesson,lesson,spoken
lessonS1B-004_MAT.txt,1.21291820195638,0.714953991387502,-0.653858574689937,-0.378302826243046,lessonS1B-004_MAT.txt,lesson,lesson,spoken
